Term,CRN,Subject,Course Number,Sequence,Title,Credit Hours,Schedule Code,Status,Maximum Enrollment,Actual Enrollment,Seats Available,CrossList Group,CrossList Courses,CrossList Max Enrollment,CrossList Actual Enrollment,Crosslist Seats Available,Primary Instructor Last Name,Primary Instructor First Name,Primary Instructor Username,Instructor2 Last Name,Instructor2 First Name,Instructor2 Username,Instructor3 Last Name,Instructor3 First Name,Instructor3 Username,Begin Time1,End Time1,Building Code1,Room1,Monday1,Tuesday1,Wednesday1,Thursday1,Friday1,Saturday1,Sunday1,Begin Time2,End Time2,Building Code2,Room2,Monday2,Tuesday2,Wednesday2,Thursday2,Friday2,Saturday2,Sunday2,Begin Time3,End Time3,Building Code3,Room3,Monday3,Tuesday3,Wednesday3,Thursday3,Friday3,Saturday3,Sunday3,CIP Code,CIP Description,All Perspectives,Practical Reasoning,Arts Perspective,Social Science Perspective,Western History Perspective,Religion Perspective,Afr Amer Appl Wmn Perspective,International Perspective,Course Fee,Prerequisites
201713,30050,AFR,200S,A,Fem Lit Adptn Jamaica THR WGS,1,L,A,0,0,0,A1,AFR 200S/THR 200S/WGS 200S,0,14,-14,Barton,Adanma,bartonad,Mason,Qrescent,masonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500503,Theatre,(Active Learning Experience; International Perspective),,,,,,,,4130,
201713,30049,AFR,211S,A,Travel Ghana:Afr Mus/Lit (MUS),1,L,A,0,19,-19,M1,AFR 211S/MUS 211S,0,28,-28,Leek,Linda,leekl,Bullock,Kathy,bullockka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500902,Music History & Literature,(Active Learning Experience; International Non-Western),,,,,,,Yes,4100,
201713,30055,APS,286,PH,Entrepreneurial Experience,1,L,A,19,20,-1,,,,,,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50122,Appalachian Studies,,,,,,,,,,
201713,30058,AST,204,A,Yoga (HHP),0.25,L,A,25,4,21,H1,AST 204/HHP 204,25,23,2,Woodie,Stephanie,woodies,,,,,,,1200,1250,S,DA ST,M,T,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(PE),,,,,,,,,PEH 100=D- or HLT 100=D- or WELL 101=D-
201713,30034,AST,101S,A,Marketing the Monkey King,1,L,A,30,30,0,,,,,,Wang,Jianfen,wangj,Gray,Gordon,grayg,,,,900,1130,D,100,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,50103,Asian Studies,(International Non-Western),,,,,,,Yes,,
201713,30041,BUS,100S,A,Exploring Business Management,1,L,A,11,9,2,,,,,,Reid,Maurice,reidma,,,,,,,1300,1530,D,114,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,520201,"Business Adm/Mgt, General",(Active Learning Experience),,,,,,,,94,
201713,30037,BUS,200S,A,Acct for Gov & Nonprofit Orgs,1,L,A,25,9,16,,,,,,McCormack,George,mccormacke,,,,,,,1300,1530,D,100,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,520301,Accounting,,,,,,,,,,BUS 130=D-
201713,30019,CFS,186,A,Play Throughout Life Span,1,L,A,20,12,8,,,,,,Mecham,Neil,mechamn,,,,,,,1500,1640,EM,101,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,190301,Family & Community Studies,,,,,,,,,,GSTR 110=D-
201713,30044,CFS,205S,A,LGBTQ Fami after Same-Sex Marr,1,L,A,12,13,-1,,,,,,Hill Zuganelli,Dee,hillzuganellid,,,,,,,1300,1530,EM,102,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,190704,Family Life/Relations Studies,,,,,,,,,,CFS 207=D- or PSC 100=D- or PSY 100=D- or SOC 100=D-
201713,30008,CLS,222,A,Classical Mythology (REL),1,L,A,25,17,8,S2,CLS 222/REL 222,25,26,-1,Carlevale,John,carlevalej,,,,,,,900,1040,D,308,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,161200,Classics,(Arts Perspective; Religion Perspective),,Yes,,,Yes,,,,
201713,30016,ECO,101,A,Principles of Macroeconomics,1,L,A,25,22,3,,,,,,Cupidon,Jean,cupidonj,,,,,,,1300,1440,D,308,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,450601,"Economics, General",(Social Science Perspective),,,Yes,,,,,,MAT 012=S or MAT 012=SC or Mat 011/012 Test Score=WD or Mat 011/012 Test Score=TR or MAT 012ST=S or MAT 012ST=SC or MAT 012 Test Score=TR or MAT 012 Test Score=WD
201713,30040,EDS,100S,A,Teaching Theory and Practice,1,L,A,18,7,11,,,,,,Brooks,Jamiella,brooksjam,,,,,,,900,1130,D,116,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,
201713,30032,EDS,201S,A,Navaho Nation in Arizona (PSJ),1,L,A,14,8,6,E1,EDS 201S/PSJ 201S,14,13,1,Mendel-Reyes,Meta,mendelreyesm,Wong,Penelope,wongp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,"Education, Other",(Active Learning Experience; International Non-Western),,,,,,,Yes,1450,GSTR 110:  Writing Sem I Test Score=WD or GSTR 100=D- or GSTR 110=D-
201713,30001,GER,140,A,German Civilization,1,L,A,20,16,4,,,,,,Jones,Douglas,jonesdo,,,,,,,900,1040,D,215,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,160501,German Language/Literature,(International Perspective; Western History Perspective),,,,Yes,,,,,
201713,30202,GST,186,CL,Foundations College Success,0.5,L,A,0,10,-10,,,,,,Lakes,Christopher,lakesc,,,,,,,1400,1600,,,,T,,R,,,,,,,,,,,,,,,,,,,,,,,,,,450899,"History, Other",,,,,,,,,,
201713,30054,GST,386,PH,Entrepreneurial Experience,1,L,A,19,20,-1,,,,,,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,,,,,,,,,,
201713,30045,GST,265S,A,Legacies of the Holocaust,1,L,A,25,27,-2,,,,,,Gowler,Ronald,gowlers,Huck,Daniel,huckd,,,,900,1200,F,218,M,T,W,R,F,,,1400,1700,F,218,M,T,W,R,F,,,,,,,,,,,,,,540101,"History, General",(Active Learning Experience; Western History Perspective),,,,Yes,,,,4090,GSTR 110:  Writing Sem I Test Score=WD or GSTR 100=D- or GSTR 110=D-
201713,30002,GSTR,210,A,Writing Sem II:Ident&Diversity,1,G,A,4,7,-3,,,,,,Baskin,Andrew,baskina,,,,,,,900,1040,D,310,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,10,GSTR 110=C or GSTR 100=C or GSTR 110:  Writing Sem I Test Score=WD
201713,30003,GSTR,210,B,Writing Sem II:Ident&Diversity,1,G,A,16,12,4,,,,,,Martin,Deborah,martinde,,,,,,,1300,1440,D,310,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,10,GSTR 110=C or GSTR 100=C or GSTR 110:  Writing Sem I Test Score=WD
201713,30005,GSTR,310,A,Understandings of Christianity,1,L,A,15,17,-2,,,,,,Stokes,Emmanuel,stokese,,,,,,,1300,1440,P,223,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,GSTR 210=D- or GSTR 203=D-
201713,30027,GSTR,310,B,Understandings of Christianity,1,L,A,16,18,-2,,,,,,Stokes,Emmanuel,stokese,,,,,,,900,1040,P,223,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,GSTR 210=D- or GSTR 203=D-
201713,30006,GSTR,332,A,Scientific Knowledge& Inquiry,1,L,A,14,14,0,,,,,,Saderholm,Matthew,saderholmm,,,,,,,1100,1240,SC,101,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,ECO 250=D- or MAT 101=D- or MAT 104=D- or MAT 105=D- or MAT 108=D- or MAT 110=D- or MAT 115=D- or MAT 112=D- or MAT 125=D- or MAT 135=D- or MAT 214=D- or MAT 225=D- or MAT 311=D- or MAT 312=D- or MAT 330=D- or MAT 437=D- or PHY 111=D- or PSY 205=D- or SENS 320=D- or TEC 265=D- or TEC 352=D- or MAT 119=D- or MAT 123=D- or MAT 117=D- or PHY 203=D-
201713,30028,GSTR,332,B,Scientific Knowledge& Inquiry,1,L,A,14,16,-2,,,,,,Hodge,Tracy,hodget,,,,,,,900,1040,SC,27,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,ECO 250=D- or MAT 101=D- or MAT 104=D- or MAT 105=D- or MAT 108=D- or MAT 110=D- or MAT 115=D- or MAT 112=D- or MAT 125=D- or MAT 135=D- or MAT 214=D- or MAT 225=D- or MAT 311=D- or MAT 312=D- or MAT 330=D- or MAT 437=D- or PHY 111=D- or PSY 205=D- or SENS 320=D- or TEC 265=D- or TEC 352=D- or MAT 119=D- or MAT 123=D- or MAT 117=D- or PHY 203=D-
201713,30004,GSTR,410,A,Sem-Contemporary Global Issues,1,G,A,15,17,-2,,,,,,Clavere,Javier,claverej,,,,,,,900,1040,F,216,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,(GSTR 310=D- or GSTR 220=D- or GSTR 221=D-) and (GSTR 332=D- or GSTR 232=D- or ANR 110=D- or ANR 130=D- or BIO 100=D- or BIO 101=D- or BIO 110=D- or CHM 101=D- or CHM 113=D- or CHM 131=D- or CHM 134=D- or PHY 111=D- or PHY 127=D- or PHY 221=D-)
201713,30007,GSTR,410,B,Sem-Contemporary Global Issues,1,G,A,15,16,-1,,,,,,Burnside,Jackie,burnsidej,,,,,,,1300,1440,F,216,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,(GSTR 310=D- or GSTR 220=D- or GSTR 221=D-) and (GSTR 332=D- or GSTR 232=D- or ANR 110=D- or ANR 130=D- or BIO 100=D- or BIO 101=D- or BIO 110=D- or CHM 101=D- or CHM 113=D- or CHM 131=D- or CHM 134=D- or PHY 111=D- or PHY 127=D- or PHY 221=D-)
201713,30020,HHP,200,A,Survival Swimming,0.25,L,A,20,20,0,,,,,,Johnson,Mike,johnsonm,,,,,,,800,850,S,POOL,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(PE),,,,,,,,,WELL 101=D- or HLT 100=D- or PEH 100=D-
201713,30021,HHP,200,B,Survival Swimming,0.25,L,A,20,17,3,,,,,,Johnson,Mike,johnsonm,,,,,,,900,950,S,POOL,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(PE),,,,,,,,,WELL 101=D- or HLT 100=D- or PEH 100=D-
201713,30029,HHP,200,C,Survival Swimming,0.25,L,A,20,20,0,,,,,,Johnson,Mike,johnsonm,,,,,,,1100,1150,S,POOL,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(PE),,,,,,,,,WELL 101=D- or HLT 100=D- or PEH 100=D-
201713,30059,HHP,204,A,Yoga (AST),0.25,L,A,25,19,6,H1,AST 204/HHP 204,25,23,2,Woodie,Stephanie,woodies,,,,,,,1200,1250,S,DA ST,M,T,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(PE),,,,,,,,,PEH 100=D- or HLT 100=D- or WELL 101=D-
201713,30022,HHP,236,A,Volleyball & Recreation Games,0.25,L,A,20,18,2,,,,,,Dalessio,Michael,dalessiom,,,,,,,1100,1150,S,OG,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,131314,Physical Ed Teaching/Coaching,(PE),,,,,,,,,HLT 100=D- or PEH 100=D- or WELL 101=D-
201713,30023,HHP,286,A,Strength and Conditioning,0.25,L,A,15,15,0,,,,,,Dalessio,Michael,dalessiom,,,,,,,1300,1350,S,OG,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(PE),,,,,,,,,WELL 101=D- or HLT 100=D- or PEH 100=D- or WELL 102=D-
201713,30038,HIS,103S,A,Cults & Communes in Old Americ,1,L,A,15,16,-1,,,,,,Guthman,Joshua,guthmanj,,,,,,,900,1130,F,216,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,450802,American (U.S.) History,(Religion Perspective),,,,,Yes,,,25,
201713,30047,HIS,235S,A,Medieval Scandinavia,1,L,A,0,15,-15,,,,,,Williams,Wendy,williamsw,Sergent,Tyler,sergentf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540101,"History, General",(Active Learning Experience; International Perspective),,,,,,,,4750,
201713,30011,MAT,12,A,Elementary Algebra II,1,L,A,12,9,3,,,,,,Thesing,Theresa,thesingt,,,,,,,900,1040,D,303,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,270101,"Mathematics, General",,,,,,,,,,MAT 011=S or MAT 011=SC or Mat 011/012 Test Score=WD or Mat 011/012 Test Score=TR or MAT 011ST=SC or MAT 011 Test Score=TR or MAT 011 Test Score=WD
201713,30012,MAT,12,B,Elementary Algebra II,1,L,A,12,10,2,,,,,,Thesing,Theresa,thesingt,,,,,,,1100,1240,D,303,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,270101,"Mathematics, General",,,,,,,,,,MAT 011=S or MAT 011=SC or Mat 011/012 Test Score=WD or Mat 011/012 Test Score=TR or MAT 011ST=SC or MAT 011 Test Score=TR or MAT 011 Test Score=WD
201713,30009,MAT,104,A,Introduction to Statistics,1,L,A,25,24,1,,,,,,Gratton,Larry,grattonl,,,,,,,1500,1640,D,308,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,270501,Mathematical Statistics,(Pract Reasoning-Quantitative),,,,,,,,,MAT 012=S or MAT 012=SC or MAT 012ST=S or MAT 012ST=SC or Mat 011/012 Test Score=WD or Mat 011/012 Test Score=TR or MAT 012 Test Score=TR or MAT 012 Test Score=WD
201713,30010,MAT,115,A,College Algebra with Modeling,1,L,A,30,20,10,,,,,,Cupidon,Jean,cupidonj,,,,,,,1100,1240,D,308,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,270501,Mathematical Statistics,(Pract Reasoning-Quantitative),,,,,,,,,MAT 012=S or MAT 012=SC or MAT 012ST=S or MAT 012ST=SC or MAT 012 Test Score=TR or MAT 012 Test Score=WD or MAT 011=SC or MAT 011ST=SC
201713,30036,MUS,100S,A,Music & Culture of the 1980s,1,L,A,25,25,0,,,,,,Dreiling,James,dreilingj,,,,,,,1300,1530,P,223,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,500999,"Music, Other",(Arts Perspective),,Yes,,,,,,,
201713,30048,MUS,211S,A,Travel Ghana:Afr Mus/Lit (AFR),1,L,A,0,9,-9,M1,AFR 211S/MUS 211S,0,28,-28,Leek,Linda,leekl,Bullock,Kathy,bullockka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500902,Music History & Literature,(Active Learning Experience; International Non-Western),,,,,,,Yes,4100,
201713,30042,NUR,110,A,Certified Nurse Aide Prep.,1,L,A,10,9,1,,,,,,Kirby,Carol,kirbyc,,,,,,,800,1150,SC,306,M,T,W,R,,,,800,1430,,,,,,,F,,,,,,,,,,,,,,511699,"Nursing, Other",,,,,,,,,130,
201713,30056,EDS,490B,AW,Teaching Self-Regulation,1,I,A,1,1,0,,,,,,Webb,Althea,webba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,"Education, Other",,,,,,,,,,
201713,30057,EDS,398,AW,Education and Culture,1,P,A,1,1,0,,,,,,Webb,Althea,webba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130101,"Education, General",,,,,,,,,,
201713,30053,PSC,238S,A,"Politics, Hollywood Style",1,L,A,18,17,1,,,,,,Heyrman,John,heyrmanj,,,,,,,930,1130,F,101,M,T,W,R,F,,,1400,1600,F,101,,T,,R,,,,,,,,,,,,,,,451001,"Political Science/Govern, Gen","(AfrAmer, Appl, Wmn Perspective; Western History Perspective)",,,,Yes,,Yes,,,GSTR 110:  Writing Sem I Test Score=WD or GSTR 100=D- or GSTR 110=D-
201713,30013,PSJ,100,A,Fnd of Peace & Social Justice,1,L,A,20,18,2,,,,,,Mendel-Reyes,Meta,mendelreyesm,,,,,,,1100,1240,D,103,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,450101,"Social Science, General",(Active Learning Experience),,,,,,,,,
201713,30033,PSJ,201S,A,Navaho Nation in Arizona (EDS),1,L,A,14,5,9,E1,EDS 201S/PSJ 201S,14,13,1,Mendel-Reyes,Meta,mendelreyesm,Wong,Penelope,wongp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,"Education, Other",(Active Learning Experience; International Non-Western),,,,,,,Yes,1450,GSTR 110:  Writing Sem I Test Score=WD or GSTR 100=D- or GSTR 110=D-
201713,30061,PSJ,490B,JS,Caux Scholars Program,1,I,A,1,1,0,,,,,,Strange,Jason,strangej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450101,"Social Science, General",,,,,,,,,,
201713,30062,UGR,20,A,Undergraduate Research-Other,0,J,A,19,26,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30063,ANR,495,A,Agriculture Internship,1,F,A,1,1,0,,,,,,Parr,Mary,parrm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30064,ANR,395,A,Arboretum Internship,1,F,A,1,1,0,,,,,,Parr,Mary,parrm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30065,HIS,395,A,Archiving Internship,1,F,A,1,1,0,,,,,,Guthman,Joshua,guthmanj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450899,"History, Other",(Active Learning Experience),,,,,,,,,
201713,30066,COM,395,A,Athletic Communication Intern,1,F,A,1,1,0,,,,,,Brown,Kennaria,brownke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231001,Speech & Rhetorical Studies,(Active Learning Experience),,,,,,,,,
201713,30067,CHM,495,A,Bio Chemistry Research Intern,1,F,A,1,1,0,,,,,,Baltisberger,Jay,baltisbergerj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400501,"Chemistry, General",(Active Learning Experience),,,,,,,,,
201713,30068,ART,395,A,Ceramics Internship,1,F,A,1,1,0,,,,,,Feinberg,Daniel,feinbergd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500701,"Art, General",(Active Learning Experience),,,,,,,,,
201713,30069,BUS,495,A,Cisco Systems-Business Analyst,1,F,A,1,1,0,,,,,,Sowers,Nancy,sowersn,McCormack,George,mccormacke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520101,"Business, General",(Active Learning Experience),,,,,,,,,
201713,30070,EDS,495,A,CN-FYCS Bridge Program Liaison,1,F,A,1,1,0,,,,,,Bruder,Anne,brudera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,"Education, Other",(Active Learning Experience),,,,,,,,,
201713,30071,CSC,495,A,DevOps Internship,1,F,A,1,1,0,,,,,,Nakazawa,Mario,nakazawam,Heggen,Scott,heggens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110101,"Computer/Information Sci, Gen",(Active Learning Experience),,,,,,,,,
201713,30072,BIO,395,A,Elephant Sanctuary Internship,1,F,A,1,1,0,,,,,,Hoffman,Megan,hoffmanm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30073,HHP,395,A,Equine Therapy Internship,1,F,A,1,1,0,,,,,,Srsic,Melody,srsicm,Woodie,Stephanie,woodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(Active Learning Experience),,,,,,,,,
201713,30030,PSY,100,A,General Psychology,1,L,A,20,20,0,,,,,,Jones,Sarah,jonessa,,,,,,,1300,1440,F,101,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,420101,"Psychology, General",(Practical Reasoning; Social Science Perspective),Yes,,Yes,,,,,,MAT 012=S or Mat 011/012 Test Score=TR or Mat 011/012 Test Score=WD or MAT 012ST=SC or MAT 012=SC or MAT 012 Test Score=TR or MAT 012 Test Score=WD
201713,30017,PSY,186,A,Environmental Psychology,1,L,A,20,14,6,S1,PSY 186/SENS 186,20,17,3,Messer,Wayne,messerw,,,,,,,1500,1640,F,216,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,429999,"Psychology, Other",,,,,,,,,,
201713,30076,COM,395,B,Fashion PR Internship,1,F,A,1,1,0,,,,,,Dickerson,Jacob,dickersonj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231001,Speech & Rhetorical Studies,(Active Learning Experience),,,,,,,,,
201713,30077,ANR,495,B,Food Safety and Butchering,1,F,A,1,1,0,,,,,,Parr,Mary,parrm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30078,ANR,495,C,Food Sec. Social Media Intern,1,F,A,1,1,0,,,,,,Gift,Nancy,giftn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30079,ANR,495,D,Quality Control and Brewing,1,F,A,1,1,0,,,,,,Gift,Nancy,giftn,Clark,Michael,clarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30080,BIO,395,B,Neurology Internship,1,F,A,1,1,0,,,,,,Hoffman,Megan,hoffmanm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30081,BIO,395,C,Veterinary Clinic Internship,1,F,A,1,1,0,,,,,,Douglas,Neil,douglasg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30082,BUS,395,A,Financial Development Intern,1,F,A,1,1,0,,,,,,Sowers,Nancy,sowersn,McCormack,George,mccormacke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30083,BUS,395,B,International Business Intern,1,F,A,1,1,0,,,,,,Hale,Richard,haler,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30084,BUS,495,B,Revenue Accounting Internship,1,F,A,1,1,0,,,,,,McCormack,George,mccormacke,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520101,"Business, General",(Active Learning Experience),,,,,,,,,
201713,30085,EDS,495,B,NASA Student Airborne Intern,1,F,A,1,1,0,,,,,,Webb,Althea,webba,Wong,Penelope,wongp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,"Education, Other",(Active Learning Experience),,,,,,,,,
201713,30086,EDS,495,C,Migrant Education Coordinator,1,F,A,1,1,0,,,,,,Webb,Althea,webba,Carter,Yolanda,cartery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,"Education, Other",(Active Learning Experience),,,,,,,,,
201713,30087,HHP,395,B,Occupational&Physical Therapy,1,F,A,1,1,0,,,,,,Williams,Sandra,williamss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(Active Learning Experience),,,,,,,,,
201713,30088,HHP,495,A,Occupational Therapy Intern,1,F,A,1,1,0,,,,,,Williams,Sandra,williamss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(Active Learning Experience),,,,,,,,,
201713,30089,HIS,395,0,Purple Law Firm Inter,1,F,A,1,1,0,,,,,,Sergent,Tyler,sergentf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450899,"History, Other",(Active Learning Experience),,,,,,,,,
201713,30090,HLT,495,A,Skyterra Wellness Internship,1,F,A,1,1,0,,,,,,Phelps,Shannon,phelpss,Blythe,Janice,blythej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340199,Health-Related Knowledge/Skill,(Active Learning Experience),,,,,,,,,
201713,30091,PSJ,395,A,Internship,1,F,A,1,1,0,,,,,,Strange,Jason,strangej,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450101,"Social Science, General",(Active Learning Experience),,,,,,,,,
201713,30092,PSY,395,A,Sociocultural/Trauma Intern,1,F,A,1,1,0,,,,,,Smith,Robert,smithro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30093,PSY,395,B,Trauma and Children Intern,1,F,A,1,1,0,,,,,,Smith,Robert,smithro,Wyrick,Amanda,wyricka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30094,SENS,395,A,Urban Farm Internship,1,F,A,1,1,0,,,,,,Gift,Nancy,giftn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30095,SOC,395,A,Work Healthcare Intern,1,F,A,1,1,0,,,,,,Burnside,Jackie,burnsidej,Mack,Dwayne,mackd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30096,SPN,395,A,KY Migrant Education Program,1,F,A,1,1,0,,,,,,Graetzer,Margarita,graetzerm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30097,THR,495,A,Trng Camp for Young Performers,1,F,A,1,1,0,,,,,,Martin,Deborah,martinde,Shupe,Ami,shupea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500501,"Drama/Theater Arts, General",(Active Learning Experience),,,,,,,,,
201713,30024,REL,222,A,Classical Mythology (CLS),1,L,A,25,9,16,S2,CLS 222/REL 222,25,26,-1,Carlevale,John,carlevalej,,,,,,,900,1040,D,308,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,161200,Classics,(Arts Perspective; Religion Perspective),,Yes,,,Yes,,,,
201713,30035,REL,209S,A,The Guilty Vicarage,1,L,A,23,22,1,,,,,,Smith,Duane,smithd,,,,,,,930,1200,D,103,M,T,W,R,F,,,,,,,,,,,,,,,,,,,,,,,,,380201,Religion/Religious Studies,(Religion Perspective),,,,,Yes,,,,GSTR 210=D-
